research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
CES201606,788,19,stick,om te versieren,versieren,decorate,use stick as decorate,use stick as decorate,3,3
CES201606,2143,51,stick,iets verstopt onders iets laags tevoorschijn toveren,verstopt onder laag tevoorschijn toveren,hidden under layer,use stick as hidden under layer,use stick as hidden under layer,2,5
CES201606,219,12,stick,een vibrator,vibrator,vibrator,use stick as vibrator,use stick as vibrator,2,1
CES201606,374,14,stick,als vijzel gebruiken,vijzel,mortar,use stick as mortar,use stick as mortar,4,3
CES201606,273,13,stick,om vissen te vangen,vissen vangen,catching fish,use stick as catching fish,use stick as catching fish,4,4
CES201606,1058,24,stick,vlag uithangen,vlag uithangen,fly flag,use stick as fly flag,use stick as fly flag,3,4
CES201606,1297,29,stick,vlaggemast,vlaggenmast,flagpole,use stick as flagpole,use stick as flagpole,3,4
CES201606,1000,23,stick,vliegenmepper,vliegenmepper,fly swatter,use stick as fly swatter,use stick as fly swatter,4,3
CES201606,2126.2,50,stick, je voorhoofd erop en rondjes draaien als je graag duizelig wilt worden,voorhoofd erop rondjes draaien graag duizelig wilt,"turn your forehead in circles, feel dizzy","use stick as turn your forehead in circles, feel dizzy","use stick as turn your forehead in circles, feel dizzy",4,2
CES201606,1209,27,stick,vuur maken ,vuur,firework,use stick as firework,use stick as firework,2,5
CES201606,1809,45,stick,vuur,vuur,firework,use stick as firework,use stick as firework,2,5
CES201606,2003,48,stick,vuur maken,vuur,firework,use stick as firework,use stick as firework,2,5
CES201606,786,19,stick,voor vuurtje maken,vuurtje,fire,use stick as fire,use stick as fire,2,5
CES201606,669,18,stick,wandel stok ,wandel stok,walking stick,use stick as walking stick,use stick as walking stick,2,5
CES201606,1530,38,stick,mee wandelen,wandelen,walk,use stick as walk,use stick as walk,2,5
CES201606,1607,40,stick,wandelen,wandelen,walk,use stick as walk,use stick as walk,2,5
CES201606,363,14,stick,als wandelstok,wandelstok,walking stick,use stick as walking stick,use stick as walking stick,2,5
CES201606,873,20,stick,als wandelstok,wandelstok,walking stick,use stick as walking stick,use stick as walking stick,2,5
CES201606,1208,27,stick,wandelstok,wandelstok,walking stick,use stick as walking stick,use stick as walking stick,2,5
CES201606,223,12,stick,een wapen,wapen,weapon,use stick as weapon,use stick as weapon,2,5
CES201606,270,13,stick,als wapen,wapen,weapon,use stick as weapon,use stick as weapon,2,5
CES201606,508,16,stick,wapen,wapen,weapon,use stick as weapon,use stick as weapon,2,5
CES201606,1294,29,stick,wapen ,wapen,weapon,use stick as weapon,use stick as weapon,2,5
CES201606,1166,26,stick,weefraam maken,weefraam,loom,use stick as loom,use stick as loom,5,3
CES201606,1811,45,stick,wegversperrer,wegversperring,roadblock,use stick as roadblock,use stick as roadblock,3,3
CES201606,1810,45,stick,wigwam,wigwam,wigwam,use stick as wigwam,use stick as wigwam,3,4
CES201606,773,19,stick,om iets aan te wijzen,wijzen,ways,use stick as ways,use stick as ways,1,5
CES201606,1002,23,stick,ipv zwaard,zwaard,sword,use stick as sword,use stick as sword,2,4
CES201606,1894,46,stick,zwaard,zwaard,sword,use stick as sword,use stick as sword,2,4
CES201606,1741,44,stick,Zwaardvechten,zwaardvechten,sword fighting,use stick as sword fighting,use stick as sword fighting,4,
